"name","gender","genres_liked","genres_disliked","description","age","job","hobby"
"Emma Watson","F","['romance', 'comedy']","['horror', 'action']","currently working as an apprentice in a small bakery in her hometown. She spends her free time climbing on the local rocks. Emma is a very romantic person, she loves watching romantic comedies with her friends. She dislikes horror movies because they give her nightmares. She also dislikes action movies because they are too loud and violent for her taste.","22","apprentice","Climbing"
"Logan Paul","M","['action', 'documentary']","['romance', 'animation']","retired and spends his time restoring old vehicles in his garage. He is a very active person and enjoys going for long walks in the nature. He loves action movies because they are exciting and full of adrenaline. He dislikes romance movies because he finds them boring and predictable. He also dislikes animation movies because he thinks they are only for children.","62","retired","Vehicle restoration"
"Olivia Wilde","F","['fantasy', 'animation']","['horror', 'documentary']","a linguist and speaks several languages. She spends her free time doing amateur astronomy in her backyard. She is a very creative person and loves watching fantasy and animation movies. She dislikes horror movies because they are too scary for her. She also dislikes documentaries because they are too real and boring for her taste.","54","Linguist","Amateur astronomy"
"Leonardo DiCaprio","M","['romance', 'documentary']","['action', 'animation']","retired and spends his time practicing martial arts in his house. He is a very kind and gentle person, he loves watching romantic movies with his wife. He also enjoys documentaries because they are informative and educational. He dislikes action movies because they are too violent and loud. He also dislikes animation movies because they are only for children.","66","retired","Martial arts"
"John Doe","M","['action', 'comedy']","['horror', 'romance']","a well-experienced man with a lot of life experience and different hobbies, his favorite hobby is dog sport, he used to have a dog named Max who was his best friend, they used to compete in many dog sport competitions and won many awards together, John is now retired and spends most of his time watching movies, his favorite genres are action and comedy, he enjoys watching movies that make him laugh and excited, he dislikes horror movies because they give him nightmares and romance movies because he finds them boring and not exciting enough, John is a very easy-going person and enjoys spending time with his friends and family.","65","retired","Dog sport"
"Jane Smith","F","['documentary', 'animation']","['action', 'horror']","a very experienced woman with a lot of life experience and different hobbies, her favorite hobby is Phillumeny, she used to collect different types of matchbox labels and matchbox-related items, she has a huge collection of matchbox labels from different countries, Jane is now retired and spends most of her time watching movies, her favorite genres are documentary and animation, she enjoys watching movies that teach her something new and movies that are creative and imaginative, she dislikes action movies because they are too intense and violent and horror movies because they give her nightmares, Jane is a very intelligent person and enjoys spending time with her friends and family and learning new things.","71","retired","Phillumeny"
"Mike Johnson","M","['comedy', 'family']","['horror', 'action']","a well-experienced man with a lot of life experience and different hobbies, his favorite hobby is fitness, he used to workout 5 times a week and maintain a healthy lifestyle, Mike is now retired and spends most of his time watching movies, his favorite genres are comedy and family, he enjoys watching movies that make him laugh and spend quality time with his family, he dislikes horror movies because they give him nightmares and action movies because they are too intense and violent, Mike is a very easy-going person and enjoys spending time with his friends and family and maintaining his healthy lifestyle.","65","retired","Fitness"
"Julie Williams","F","['romance', 'fantasy']","['horror', 'action']","a very experienced woman with a lot of life experience and different hobbies, her favorite hobby is Slot car racing, she used to race slot cars with her husband and they used to compete in many races, Julie is now retired and spends most of her time watching movies, her favorite genres are romance and fantasy, she enjoys watching movies that have a good storyline and are creative and imaginative, she dislikes horror movies because they give her nightmares and action movies because they are too intense and violent, Julie is a very creative person and enjoys spending time with her friends and family and doing crafts.","73","retired","Slot car racing"
"John Miller","M","['action', 'comedy']","['horror', 'romance']","an advertising executive and his hobby is ticket collecting. He loves action movies because they are full of excitement and adventure, and they help him to escape from the daily routine. He also enjoys comedy movies because they make him laugh and bring joy to his life. He doesn't like horror movies because they are too scary and they give him nightmares, and he also dislikes romance movies because they are too sappy and predictable. John has a passion for photography and he loves to travel to new places.","25","Advertising Executive","Ticket collecting"
"Emily Johnson","F","['romance', 'animation']","['action', 'horror']","a student and her hobby is vehicle restoration. She loves romance movies because they are full of love stories and they help her to dream about her own love story, and she also enjoys animation movies because they are fun and they bring her back to her childhood. She doesn't like action movies because they are too violent and she doesn't like horror movies because they are too scary. Emily has a passion for painting and she loves to read books in her free time.","24","student","Vehicle restoration"
"Tom Clark","M","['documentary', 'family']","['horror', 'action']","a schoolchild and his hobby is playing violin. He loves documentary movies because they teach him new things and they help him to learn about the world, and he also enjoys family movies because they are fun and they have a good message. He doesn't like horror movies because they are too scary and he doesn't like action movies because they are too violent. Tom has a passion for playing soccer and he loves to play with his friends in his free time.","4","schoolchild","Playing violin"
"Sarah Taylor","F","['comedy', 'fantasy']","['horror', 'action']","a court reporter and her hobby is ultimate frisbee. She loves comedy movies because they make her laugh and they help her to relax after a long day of work, and she also enjoys fantasy movies because they are full of imagination and they help her to escape from the real world. She doesn't like horror movies because they are too scary and she doesn't like action movies because they are too violent. Sarah has a passion for cooking and she loves to travel to new places in her free time.","50","Court Reporter","Ultimate frisbee"
"John Doe","M","['action', 'comedy']","['horror', 'romance']","a student of biology in a university. He has a deep passion for botany and often spends his weekends exploring the local parks and forests, looking for rare plant species. He also has a part-time job in a flower shop, where he can put his knowledge into practice. John is a very sociable person and loves to hang out with friends, watching action and comedy movies. He dislikes horror movies because they give him nightmares, and romance movies because he finds them predictable.","24","student","Botany"
"Emily Smith","F","['documentary', 'animation']","['action', 'horror']","a psychologist with a private practice, where she helps people to overcome their emotional issues. She has a passion for karting and participates in local races every week. She also enjoys watching documentaries, as they allow her to learn about different cultures and real-life stories. Emily dislikes action movies because they are too intense for her, and horror movies because they are too scary.","49","Psychologist","Karting"
"Mark Johnson","M","['family', 'fantasy']","['horror', 'romance']","a schoolboy who loves to play the violin. He has been playing since he was 5 years old and is part of a local orchestra. He also enjoys reading fantasy books, imagining himself as a brave knight saving the world from evil forces. Mark dislikes horror movies because they are too scary, and romance movies because he finds them boring.","10","schoolchild","Playing violin"
"Sarah White","F","['action', 'comedy']","['horror', 'animation']","a preschooler who loves to play video games. Her favorite games are platformers and puzzle games, which help her to develop her problem-solving skills. Sarah is a very energetic and fun-loving child, who loves to watch action and comedy movies with her family. She dislikes horror movies because they are too scary, and animation movies because she finds them childish.","4","schoolchild","Playing video games"
"John Miller","M","['action', 'comedy']","['horror', 'romance']","a technical writer, he loves backpacking and exploring new places, he enjoys action and comedy movies, his favorite movie is ""The Dark Knight"", he dislikes horror and romance movies because they are too predictable, he is a big fan of the Marvel cinematic universe and Star Wars, he also enjoys reading science fiction books and playing video games in his free time.","27","Technical Writer","Backpacking"
"Emily Johnson","F","['romance', 'family']","['horror', 'action']","retired, she enjoys playing backgammon and spending time with her grandchildren, she loves romance and family movies, her favorite movie is ""The Notebook"", she dislikes horror and action movies because they are too intense, she is a fan of classic movies like ""Casablanca"" and ""Gone with the Wind"", she also enjoys knitting and listening to classical music in her free time.","74","retired","Backgammon"
"Mark Lee","M","['action', 'animation']","['horror', 'documentary']","an apprentice, he loves air sports and doing extreme sports, he enjoys action and animation movies, his favorite movie is ""The Incredibles"", he dislikes horror and documentary movies because they are too realistic, he is a big fan of the Marvel cinematic universe and Star Wars, he also enjoys playing basketball and reading science fiction books in his free time.","21","apprentice","Air sports"
"Patricia Wilson","F","['comedy', 'animation']","['horror', 'romance']","a professor, she loves collecting action figures and attending comic con, she enjoys comedy and animation movies, her favorite movie is ""The Lego Movie"", she dislikes horror and romance movies because they are too cliché, she is a fan of the DC cinematic universe and The X-Men, she also enjoys reading fantasy books and playing video games in her free time.","50","Professor","Action figure"
"John Miller","M","['action', 'comedy']","['horror', 'romance']","a demolition worker, he enjoys watching action movies and comedy movies in his free time, he dislikes horror movies because they give him nightmares and romance movies because he finds them boring and unrealistic, he has a lot of interests like traveling, cooking, playing basketball and reading financial news. His favorite movie is ""The Dark Knight"" because it has a great plot and amazing action scenes, his least favorite movie is ""The Notebook"" because it's a romantic movie and he finds it boring.","42","Demolition Worker","Finance"
"Emily Johnson","F","['animation', 'fantasy']","['documentary', 'horror']","a schoolchild, she enjoys watching animation movies and fantasy movies in her free time, she dislikes documentary movies because they are too serious and boring and horror movies because they are too scary for her, she has a lot of interests like swimming, painting, reading books and playing with her friends. Her favorite movie is ""The Lion King"" because it has a great plot and amazing animation, her least favorite movie is ""The Shining"" because it's a horror movie and it's too scary for her.","11","schoolchild","Swimming"
"Mark Lee","M","['documentary', 'comedy']","['horror', 'action']","a laboratory technician, he enjoys watching documentary movies and comedy movies in his free time, he dislikes horror movies because they are too scary and action movies because they are too violent, he has a lot of interests like geocaching, reading, playing chess and cooking. His favorite movie is ""The Theory of Everything"" because it has a great plot and amazing true story, his least favorite movie is ""The Avengers"" because it's an action movie and it's too violent for him.","39","Laboratory Technician","Geocaching"
"Jasmine Smith","F","['romance', 'family']","['horror', 'action']","an interpreter, she enjoys watching romance movies and family movies in her free time, she dislikes horror movies because they are too scary and action movies because they are too violent, she has a lot of interests like freestyle football, painting, reading and playing with her grandchildren. Her favorite movie is ""The Notebook"" because it has a great plot and amazing romantic scenes, her least favorite movie is ""The Avengers"" because it's an action movie and it's too violent for her.","59","Interpreter","Freestyle football"
"John Doe","M","['action', 'comedy']","['horror', 'romance']","a schoolboy, he lives with his parents in a big city. John is a person who loves adventure, he plays card games with his friends in his free time, he also loves to watch action movies because he loves to see the heroes save the world, and he also loves to watch comedy movies because it makes him laugh, he doesn't like horror movies because they are too scary for him, and he doesn't like romance movies because he finds them boring, John also likes to play video games and read comics.","9","schoolchild","Card games"
"Jane Smith","F","['romance', 'animation']","['horror', 'action']","a schoolgirl, she lives with her parents in a small town. Jane is a person who loves to dance, she also loves to watch romance movies because she loves to see the love stories, and she also loves to watch animation movies because they are fun and colorful, she doesn't like horror movies because they are too scary for her, and she doesn't like action movies because they are too violent, Jane also likes to paint and read books.","4","schoolchild","Dancing"
"Mark Johnson","M","['documentary', 'comedy']","['horror', 'action']","a retired person, he lives with his wife in a countryside. Mark is a person who loves to learn about the law, he spends his time reading books about jurisprudence, he also loves to watch documentary movies because he loves to learn about the world and its history, and he also loves to watch comedy movies because they make him laugh, he doesn't like horror movies because they are too scary for him, and he doesn't like action movies because they are too violent, Mark also likes to play chess and go for walks in the park.","71","retired","jurisprudential"
"Susan Lee","F","['romance', 'fantasy']","['horror', 'documentary']","a producer, she lives in an apartment in the city. Susan is a person who loves to think about life and the universe, she spends her time reading books about philosophy, she also loves to watch romance movies because she loves to see the love stories, and she also loves to watch fantasy movies because they are fun and imaginative, she doesn't like horror movies because they are too scary for her, and she doesn't like documentary movies because they are too boring, Susan also likes to paint and listen to music.","25","Producer","Philosophy"
"John Doe","M","['action', 'comedy']","['horror', 'romance']","retired and his hobby is sculling or rowing. He likes to watch action and comedy movies with his friends and family. He dislikes horror and romance movies because he finds them boring and not entertaining. John is a very sociable person and enjoys spending time with people. He also enjoys traveling and sightseeing.","73","retired","Sculling or rowing"
"Jane Smith","F","['animation', 'fantasy']","['documentary', 'horror']","a schoolchild and her hobby is playing drums. She likes to watch animation and fantasy movies because they are fun and she can imagine being in another world. She dislikes documentary and horror movies because she finds them boring and not interesting. Jane is a very creative person and enjoys painting and drawing. She also enjoys playing sports and spending time outdoors.","11","schoolchild","Playing drums"
"Michael Brown","M","['action', 'documentary']","['horror', 'romance']","retired and his hobby is philately. He likes to watch action and documentary movies with his friends and family. He dislikes horror and romance movies because he finds them boring and not entertaining. Michael is a very intelligent person and enjoys reading and learning new things. He also enjoys cooking and gardening.","68","retired","Philately"
"Emily Johnson","F","['fantasy', 'animation']","['documentary', 'horror']","an apprentice and her hobby is playing Go. She likes to watch fantasy and animation movies because they are fun and she can imagine being in another world. She dislikes documentary and horror movies because she finds them boring and not interesting. Emily is a very friendly person and enjoys meeting new people. She also enjoys playing music and singing.","20","apprentice","Go"
"John Smith","M","['action', 'comedy']","['horror', 'romance']","retired and he used to work as a teacher for a high school. He is a big fan of rugby league football, he spends most of his free time watching games, and he also enjoys playing with his local team. John is a very sociable person and he enjoys going out with his friends to watch games or to have a drink. John is a very family oriented person, he is married and has two children, both of them are adults and they already left the house. John has a very particular taste for movies, he enjoys watching action movies because he likes to see the heroes saving the world and defeating the bad guys. He also enjoys watching comedy movies because he likes to laugh and spend a good time with his friends and family. John doesn't like horror movies because he thinks they are too scary and he doesn't like romance movies because he thinks they are too drama and not realistic.","61","retired","Rugby league football"
"Jane Doe","F","['romance', 'fantasy']","['horror', 'action']","a student and she is studying to become a doctor. She is a very active person, she enjoys practicing different sports, specially snowmobiling during the winter. Jane is a very ambitious person, she always wants to achieve her goals and she is very focused on her studies. Jane is a very kind and caring person, she always helps her friends and family when they need it. Jane has a very particular taste for movies, she enjoys watching romance movies because she likes to see the love stories and she thinks they are very sweet. She also enjoys watching fantasy movies because she likes to imagine a different world and she likes to travel to different universes. Jane doesn't like horror movies because she thinks they are too scary and she doesn't like action movies because she thinks they are too violent.","23","student","Snowmobiling"
"Jack Daniels","M","['animation', 'comedy']","['horror', 'documentary']","a schoolchild and he is in 5th grade. He is a very active and creative person, he enjoys practicing different sports and he also enjoys cooking with his parents. Jack is a very happy and optimistic person, he always sees the positive side of things and he always finds a way to have fun. Jack is a very sociable person, he has a lot of friends at school and he also enjoys spending time with his family. Jack has a very particular taste for movies, he enjoys watching animation movies because he likes to see the colorful characters and he likes to imagine being part of the story. He also enjoys watching comedy movies because he likes to laugh and spend a good time with his friends and family. Jack doesn't like horror movies because he thinks they are too scary and he doesn't like documentary movies because he thinks they are too boring and not entertaining.","11","schoolchild","Cooking"
"Emily Rose","F","['documentary', 'romance']","['horror', 'action']","retired and she used to work as a nurse. She is a very active person, she enjoys practicing different sports, specially motor sports. Emily is a very kind and patient person, she always","72","retired","Motor sports"
"John Miller","M","['action', 'comedy']","['horror', 'romance']","a chief financial officer in a multinational company. He enjoys gongoozling as a hobby, which is the enjoyment of watching and observing the activities of other people, especially as a recreational activity. He is a very social person and loves to spend time with friends and family. His favorite genre is action, as it gives him an adrenaline rush and makes him feel excited. He also likes comedy movies as it helps him to relax and laugh after a long day of work. John dislikes horror movies because they often give him nightmares and make him feel anxious. He also dislikes romance movies as he finds them to be too predictable and not interesting enough. John has a passion for cooking, especially Italian cuisine. He also enjoys traveling to new places and learning about different cultures.","40","Chief Financial Officer (CFO)","Gongoozling"
"Sarah Taylor","F","['romance', 'fantasy']","['horror', 'action']","a student majoring in history. She enjoys playing chess as a hobby, which helps her to improve her strategy and critical thinking skills. She is a very intelligent person and always wants to learn new things. Her favorite genre is romance, as she enjoys watching love stories and believes in true love. She also likes fantasy movies, as they allow her to escape to a different world and imagine impossible things. Sarah dislikes horror movies because they often give her nightmares and make her feel anxious. She also dislikes action movies because she finds them too violent and not interesting enough. Sarah has a passion for reading, especially classic literature. She also enjoys painting, especially landscapes.","21","student","Chess"
"Mark Wilson","M","['documentary', 'animation']","['horror', 'action']","retired and enjoys spending time with his hobbies. He enjoys video gaming as a hobby, which helps him to relax and pass the time. He is a very calm and quiet person, and loves to spend time alone. His favorite genre is documentary, as he loves to learn about different topics and expand his knowledge. He also likes animation movies, as they allow him to imagine impossible things and feel like a child again. Mark dislikes horror movies because they often give him nightmares and make him feel anxious. He also dislikes action movies because he finds them too violent and not interesting enough. Mark has a passion for gardening, and he also enjoys listening to classical music.","70","retired","Video gaming"
"Emily Johnson","F","['comedy', 'family']","['horror', 'romance']","a zookeeper in a local zoo. She enjoys axe throwing as a hobby, which helps her to relieve stress and have fun with friends. She is a very fun and outgoing person, and loves to spend time with friends and family. Her favorite genre is comedy, as it makes her laugh and feel happy. She also likes family movies, as they are suitable for all ages and often have a positive message. Emily dislikes horror movies because they often give her nightmares and make her feel anxious. She also dislikes romance movies because she finds them to be too predictable and not interesting enough. Emily has a passion for reading, especially mystery novels. She also enjoys cooking, and","31","Zookeeper","Axe throwing"
"John Doe","M","['action', 'comedy']","['horror', 'romance']","a curator in a museum of fine arts. He has a hobby that is not so common, dowsing. He was always interested in paranormal activities and started dowsing to find water in his house. But he discovered that he has a talent to find more than water. John is a very kind and generous person, always ready to help others. He has a great sense of humor and loves to make jokes. His favorite hobbies are playing the piano and going to the theater. ","50","Curator","Dowsing"
"Emily Thompson","F","['documentary', 'animation']","['horror', 'romance']","a zookeeper in the city zoo. She has a hobby that is very interesting, dog sport. She has a great passion for dogs and participate in several dog sport competitions. Emily is a very responsible and organized person, always doing her best at work and in her personal life. She has a great sense of humor and loves to laugh. Her favorite hobbies are reading books and hiking. ","50","Zookeeper","Dog sport"
"Mark Adams","M","['action', 'comedy']","['horror', 'romance']","a schoolchild. He has a hobby that is not so common, acting. He started acting in school plays and discovered that he has a talent to act and make people laugh. Mark is a very creative and imaginative person, always coming up with new ideas for plays. He has a great sense of humor and loves to make others laugh. His favorite hobbies are playing soccer and painting. ","4","schoolchild","Acting"
"Linda Brown","F","['documentary', 'animation']","['horror', 'romance']","a botanical illustrator. She has a hobby that is very interesting, shuffleboard. She has a great passion for shuffleboard and participate in several shuffleboard competitions. Linda is a very focused and determined person, always doing her best at work and in her personal life. She has a great sense of humor and loves to laugh. Her favorite hobbies are reading books and birdwatching. ","35","Botanical Illustrator","Shuffleboard"
"John Smith","M","['action', 'comedy']","['horror', 'romance']","a nature lover, and he spends most of his time watching birds in the park or exploring the forest near his house. He is a fun and outgoing person, he likes to laugh and enjoy life. He is a student at the local high school, his favorite subject is biology. He dreams of becoming an ornithologist one day. He doesn't like horror movies because they give him nightmares, and he dislikes romance movies because he finds them too sappy. His favorite action movies are filled with adventures and comedies make him laugh out loud.","15","schoolchild","Birdwatching or nature exploration"
"Emily Johnson","F","['animation', 'fantasy']","['documentary', 'horror']","a little drummer girl, she spends most of her time playing drums or listening to music. She is a creative and imaginative person, she likes to paint and draw. She is a student at the local elementary school, her favorite subject is art. She dreams of becoming a famous musician one day. She doesn't like documentaries because they are too real and boring, and she dislikes horror movies because they are too scary. Her favorite animation movies are filled with magic and adventures, and her favorite fantasy movies transport her to different worlds.","5","schoolchild","Playing drums"
"Michael Green","M","['action', 'documentary']","['romance', 'animation']","a knife throwing enthusiast, he spends most of his time practicing his throwing skills or watching documentaries. He is a focused and determined person, he likes to learn new things. He is a data entry operator at a local company, his favorite task is organizing data. He dreams of becoming a professional knife thrower one day. He doesn't like romance movies because they are too sentimental, and he dislikes animation movies because they are too childish. His favorite action movies are filled with non-stop action, and his favorite documentaries teach him new things about the world.","43","Data Entry Operator","Knife throwing"
"Sarah Williams","F","['fantasy', 'comedy']","['horror', 'documentary']","a Nordic skating enthusiast, she spends most of her time skating or composing music. She is a creative and fun-loving person, she likes to laugh and enjoy life. She is a composer at a local studio, her favorite project is writing music for children's films. She dreams of becoming a famous composer one day. She doesn't like documentaries because they are too dry, and she dislikes horror movies because they are too scary. Her favorite fantasy movies transport her to different worlds, and her favorite comedies make her laugh out loud.","32","Composer","Nordic skating"
"John Smith","M","['action', 'comedy']","['horror', 'romance']","a retired teacher. He is a fan of rugby league football and watches it every weekend. He also enjoys playing chess and painting landscapes. John loves action movies because they are filled with excitement and keep him on the edge of his seat. He also likes comedy movies because they help him to relax and laugh after a long day. John dislikes horror movies because they are too scary and romance movies because they are too predictable.","69","retired","Rugby league football"
"Jane Johnson","F","['fantasy', 'animation']","['documentary', 'action']","a high school student. She enjoys mineral collecting and has a beautiful collection of rare stones. She also loves to read mystery novels and play the violin. Jane likes fantasy movies because they transport her to magical worlds and let her imagination run wild. She also likes animation movies because they are colorful and fun. Jane dislikes documentary movies because they are too real and action movies because they are too loud and violent.","16","student","Mineral collecting"
"Kevin Thompson","M","['action', 'horror']","['romance', 'animation']","a demolition worker. He enjoys mountain biking and spends his weekends exploring new trails. He also loves playing the drums and attending live concerts. Kevin loves action movies because they are full of excitement and adventure. He also likes horror movies because they give him a thrill and keep him on the edge of his seat. Kevin dislikes romance movies because they are too lovey-dovey and animation movies because they are too childish.","46","Demolition Worker","Mountain biking"
"Olivia White","F","['romance', 'comedy']","['horror', 'action']","a dialysis technician. She enjoys playing airsoft with her friends and loves to cook for her family. She also likes to paint and read mystery novels. Olivia loves romance movies because they are filled with love and passion. She also likes comedy movies because they make her laugh and lighten her mood. Olivia dislikes horror movies because they are too scary and action movies because they are too violent.","48","Dialysis Technician","Airsoft"
"John Miller","M","['action', 'comedy']","['horror', 'romance']","a civil engineer with a passion for lacrosse. His favorite hobbies are building model airplanes and collecting vintage watches. He is a very adventurous person and loves to travel. He also enjoys cooking and trying new recipes from different cultures. He has a soft spot for classic rock music and prefers reading non-fiction books.","42","Civil Engineer","Lacrosse"
"Emily Johnson","F","['romance', 'fantasy']","['horror', 'action']","a student studying marine biology. She is a passionate kitesurfer and loves to spend her free time at the beach. Her other hobbies include painting and reading poetry. She has a special interest in marine life and volunteers at a local aquarium in her free time. She enjoys watching romantic movies and fantasy movies, as she believes they can transport her to a different world. She is not a fan of horror or action movies as she finds them too intense.","19","student","Kitesurfing"
"Mark Lee","M","['documentary', 'animation']","['horror', 'romance']","an art director in an advertising agency. His hobbies include gold prospecting and volunteering at a local animal shelter. He also enjoys playing the piano and watching documentaries to learn about different cultures and places. He is not a fan of horror or romance movies as he finds them too overdramatic.","58","Art Director","Gold prospecting"
"Sarah Taylor","F","['comedy', 'animation']","['horror', 'action']","an apprentice in a bakery. She is very passionate about fitness and loves to work out in her free time. She also enjoys knitting and reading mystery novels. She loves to watch comedy and animation movies as they always make her laugh and bring a smile to her face. She is not a fan of horror or action movies as she finds them too intense and stressful.","22","apprentice","Fitness"
"John Miller","M","['action', 'comedy']","['horror', 'romance']","an apprentice in a local workshop. He is a huge fan of action and comedy movies, the reason he likes action movies is because of the thrill and excitement they bring, he always feels like he is part of the movie. He also loves comedy movies because they make him laugh and forget about his daily problems. He doesn't like horror movies because they scare him and give him nightmares, he also doesn't like romance movies because he finds them boring and not exciting enough. John's secondary hobbies are playing the guitar and painting.","19","apprentice","Stuffed toy collecting"
"Sarah Johnson","F","['documentary', 'animation']","['horror', 'romance']","an aerospace technician, she is a skateboarding enthusiast and a fan of documentary and animation movies. She likes documentaries because they provide her with new knowledge and insights about the world, she also loves animation movies because they allow her to escape reality and travel to imaginary worlds. She doesn't like horror movies because they are too intense and give her nightmares, she also doesn't like romance movies because she finds them overly dramatic and unrealistic. Sarah's secondary hobbies are reading and playing the piano.","41","Aerospace Technician","Skateboarding"
"Mark Lee","M","['fantasy', 'family']","['horror', 'action']","a retired person, he is a pickleball enthusiast and a fan of fantasy and family movies. He likes fantasy movies because they allow him to travel to different worlds and experience new adventures, he also loves family movies because they are wholesome and can be enjoyed by everyone. He doesn't like horror movies because they are too scary, and he doesn't like action movies because they are too violent. Mark's secondary hobbies are gardening and bird watching.","66","retired","Pickleball"
"Emily Smith","F","['fantasy', 'animation']","['horror', 'romance']","a schoolchild, she is a reading enthusiast and a fan of fantasy and animation movies. She loves fantasy movies because they are filled with magic and adventure, and she also loves animation movies because they are colorful and fun. She doesn't like horror movies because they are too scary, and she doesn't like romance movies because she finds them boring. Emily's secondary hobbies are painting and playing the violin.","11","schoolchild","Reading books"
"Emily Johnson","F","['romance', 'comedy']","['horror', 'action']","a retired teacher and now she enjoys her time with her grandchildren and her model racing hobby, she loves to watch romantic movies that make her remember her young love days and comedy movies that make her laugh, she dislikes horror movies because she gets easily scared and action movies because she thinks they are too violent, she enjoys doing crossword puzzles and knitting, her favorite vacation spot is Paris and her favorite food is pasta.","71","retired","Model racing"
"Alex Thompson","M","['animation', 'fantasy']","['documentary', 'horror']","a schoolchild that enjoys playing video games with his friends, he loves to watch animation movies that transport him to magical worlds and fantasy movies that have brave heroes and scary villains, he dislikes documentary movies because they are too serious and boring and horror movies because they give him nightmares, he enjoys playing soccer and riding his bike, his favorite vacation spot is Disney World and his favorite food is pizza.","8","schoolchild","Playing video games"
"Sarah Williams","F","['romance', 'fantasy']","['horror', 'action']","a schoolchild that enjoys collecting cards with her friends, she loves to watch romantic movies that have beautiful love stories and fantasy movies that have magical creatures, she dislikes horror movies because they are too scary and action movies because they are too intense, she enjoys playing with her dog and painting, her favorite vacation spot is Hawaii and her favorite food is sushi.","7","schoolchild","Collecting cards"
"Tom Brown","M","['comedy', 'animation']","['horror', 'documentary']","an illustrator that enjoys listening to shortwave radio stations, he loves to watch comedy movies that make him laugh and animation movies that have colorful characters, he dislikes horror movies because they are too scary and documentary movies because they are too boring, he enjoys hiking and cooking, his favorite vacation spot is Japan and his favorite food is sushi.","31","Illustrator","Shortwave listening"
"John Doe","M","['action', 'comedy']","['horror', 'romance']","a brewery worker in a small craft brewery in Brooklyn. He loves exploring the city by riding public transport, he enjoys discovering new places and meeting new people. John likes to go to the cinema with his friends, his favorite genres are action and comedy. He loves action movies because he enjoys the adrenaline and the excitement, he thinks it is a great way to escape from the daily routine. John also likes comedy movies because he thinks they are a great way to laugh and have a good time. John dislikes horror movies because he finds them scary and romance movies because he thinks they are too predictable and boring.","39","Brewery Worker","Public transport riding"
"Emily Adams","F","['animation', 'documentary']","['action', 'horror']","a composer for independent films. She loves to spend her free time playing video games, she enjoys the creativity and the challenge of solving the puzzles. Emily also likes to go to the cinema with her friends, her favorite genres are animation and documentary. She loves animation movies because they are creative and they allow her to escape from the real world. Emily also likes documentary movies because she enjoys learning about different topics and real stories. Emily dislikes action movies because she finds them too violent and she thinks horror movies are too scary.","41","Composer","Video gaming"
"Mark Johnson","M","['fantasy', 'family']","['horror', 'romance']","a schoolchild in a primary school. He loves to play video games with his friends, he enjoys the adventure and the challenge of completing the levels. Mark also likes to go to the cinema with his family, his favorite genres are fantasy and family movies. He loves fantasy movies because they are magical and they allow him to imagine different worlds. Mark also likes family movies because they are fun and they have a good message for the entire family. Mark dislikes horror movies because they are scary and he thinks romance movies are too cheesy.","10","schoolchild","Playing video games"
"Anna Martin","F","['documentary', 'romance']","['horror', 'action']","a retired teacher. She loves to spend her free time storm chasing, she enjoys the adrenaline and the beauty of the storms. Anna also likes to go to the cinema with her friends, her favorite genres are documentary and romance movies. She loves documentary movies because they are educational and they allow her to learn about different topics. Anna also likes romance movies because she enjoys the love stories and the happy endings. Anna dislikes horror movies because she finds them scary and action movies because she thinks they are too violent.","70","retired","Storm chasing"
"John Doe","M","['action', 'comedy']","['horror', 'romance']","a retired teacher, he likes to practice rughooking in his free time. His favorite hobby is gardening, he has a big garden with many flowers and vegetables. He also likes to read books and to play chess. His favorite movies are action movies because they are full of excitement and they keep him in suspense, he also likes comedy movies because they make him laugh. He dislikes horror movies because they are too scary for him and romance movies because they are too mushy.","73","retired","Rughooking"
"Jane Smith","F","['romance', 'family']","['horror', 'action']","a counselor in a school. She likes to play softball in her free time. Her favorite hobbies are cooking and knitting. She also likes to watch movies and to read books. Her favorite movies are romance movies because they are full of love stories and they make her feel good, she also likes family movies because they are fun to watch with her kids. She dislikes horror movies because they are too scary for her and action movies because they are too violent.","39","Counselor","Softball"
"Tom Brown","M","['documentary', 'animation']","['horror', 'romance']","a retired engineer, he likes to practice jukskei in his free time. His favorite hobby is fishing, he goes fishing every weekend. He also likes to watch movies and to read books. His favorite movies are documentary movies because they are full of interesting information and they teach him new things, he also likes animation movies because they are fun to watch with his grandchildren. He dislikes horror movies because they are too scary for him and romance movies because they are too mushy.","64","retired","Jukskei"
"Emily Johnson","F","['romance', 'family']","['horror', 'action']","a counselor in a school. She likes to practice butterfly watching in her free time. Her favorite hobbies are knitting and reading. She also likes to watch movies and to read books. Her favorite movies are romance movies because they are full of love stories and they make her feel good, she also likes family movies because they are fun to watch with her kids. She dislikes horror movies because they are too scary for her and action movies because they are too violent.","59","Counselor","Butterfly watching"
"John Doe","M","['action', 'comedy']","['horror', 'romance']","a schoolchild and his hobby is acting. John likes action and comedy movies because they make him laugh and feel excited, he dislikes horror movies because they scare him and romance movies because he finds them boring. His favorite movie is ""The Avengers"" because it has a lot of action and funny moments.","6","schoolchild","Acting"
"Emma Johnson","F","['romance', 'documentary']","['horror', 'action']","an Aerospace Engineer and her hobby is surfing. Emma likes romance and documentary movies because they make her feel emotional and learn new things, she dislikes horror and action movies because they are too intense and violent for her taste. Her favorite movie is ""The Notebook"" because it has a beautiful love story, and her least favorite movie is ""The Avengers"" because it has too much action and is not realistic.","37","Aerospace Engineer","Surfing"
