,name,gender,description,age,job,hobby,genres_liked,genres_disliked
525,Kyle Johnson,M,"currently a student and loves to spend his time scouting and camping. He enjoys watching documentary movies about nature and the wilderness. He is also a big fan of horror movies and enjoys the adrenaline rush that they provide. He also enjoys a good comedy movie to make him laugh and a good action movie to keep him on the edge of his seat. He can't stand drama movies and finds them to be boring. He also doesn't like romance movies and finds them to be cheesy. He also dislikes adventure and science fiction movies. His favorite horror movies include ""The Conjuring"", ""Halloween"", and ""The Exorcist"". He also loves the action movie ""Die Hard"" and the comedy movie ""The Hangover"". He finds documentary movies like ""The Ivory Game"" and ""13th"" to be very informative and interesting.",23,student,Scouting,"['documentary', 'horror', 'comedy', 'action']","['drama', 'romance', 'adventure', 'science fiction']"
526,Rachel Smith,F,"a technician and loves her job. She is also a big fan of shoes and can often be found browsing through shoe stores. She enjoys watching thriller movies that keep her on the edge of her seat. She also loves fantasy movies that take her to a different world. She also enjoys a good crime movie that keeps her guessing until the end. She is also a big fan of horror movies that can give her the chills. She can't stand action movies and finds them to be too loud. She also doesn't like romance movies and finds them to be too predictable. She also dislikes science fiction movies and finds them to be too unrealistic. Her favorite horror movies include ""The Silence of the Lambs"", ""Halloween"", and ""The Exorcist"". She also loves the crime movie ""The Departed"" and the thriller movie ""Gone Girl"". She finds the fantasy movie ""The Lord of the Rings"" and the science fiction movie ""Blade Runner"" to be too unrealistic.",45,Technician,Shoes,"['thriller', 'fantasy', 'crime', 'horror']","['action', 'romance', 'science fiction']"
527,William Davis,M,currently an apprentice and loves to ride public transport. He enjoys watching romance movies that make him,21,apprentice,Public transport riding,"['romance', 'animated', 'action', 'adventure']",['horror']
528,Sarah Thompson,F,"an apprentice working in a tech company. She is a big fan of video games and spends most of her free time playing them. She is a big fan of fantasy and science fiction, and enjoys watching movies that take her on a wild adventure. She also likes to watch comedies to unwind after a long day at work. Some of her favorite movies include The Lord of the Rings trilogy, Star Wars, and The Hangover.",21,apprentice,Video gaming,"['comedy', 'science fiction', 'action', 'fantasy']",[]
529,Michael Johnson,M,"retired and loves to spend his time playing cornhole. He is a big fan of action and crime movies and enjoys watching movies with a fast pace. He also likes animated movies and science fiction. He dislikes fantasy, romance, thriller and horror movies. He likes movies that have a good plot and a lot of action. Some of his favorite movies include Die Hard, The Godfather, and The Incredibles.",62,retired,Cornhole,"['crime', 'action', 'animated', 'science fiction']","['fantasy', 'romance', 'thriller', 'horror']"
530,Lily Taylor,F,"a high school student who is fascinated by neuroscience and spends most of her free time reading about it. She is a big fan of thriller, romance, drama and horror movies. She enjoys watching movies that make her think and feel. She dislikes crime and animated movies. Some of her favorite movies include The Girl on the Train, The Fault in Our Stars, and The Conjuring.",18,student,Neuroscience,"['thriller', 'romance', 'drama', 'horror']","['crime', 'animated']"
531,David Lee,M,"retired and loves to spend his time collecting coins. He is a big fan of drama, comedy, adventure, and science fiction. He enjoys watching movies that have a good storyline and a lot of humor. He dislikes horror, action, fantasy, and animated movies. Some of his favorite movies include Schindler's List, The Shawshank Redemption, and Apollo 13.",65,retired,Coin collecting,"['drama', 'comedy', 'adventure', 'science fiction']","['horror', 'action', 'fantasy', 'animated']"
532,Ava Lee,F,"a concierge at a luxury hotel in the city, where she makes sure the guests have everything they need for an enjoyable stay. She is a friendly and outgoing person, always eager to please and help others. In her free time, Ava enjoys metal detecting, searching for hidden treasures and relics in the city parks and beaches. She is also a big fan of romantic comedies, horror movies, and action films, but she is not a big fan of fantasy, adventure, documentary, and science fiction. She finds fantasy movies too unrealistic and adventure movies too predictable, and she is not interested in documentaries or science fiction movies, as she finds them too dry and boring.",36,Concierge,Metal detecting,"['comedy', 'horror', 'action', 'romance']","['fantasy', 'adventure', 'documentary', 'science fiction']"
533,John Smith,M,"retired and spends his days playing marbles with his friends at the local community center. He is a friendly and outgoing person, who loves to share stories and jokes with others. In his free time, John enjoys watching thriller, documentary, comedy, and animated movies. He finds thriller movies exciting and entertaining, documentaries informative and educational, comedies funny and entertaining, and animated movies colorful and imaginative. He is not a big fan of romance, action, horror, and crime movies, as he finds them too predictable and unrealistic.",67,retired,Marbles,"['thriller', 'documentary', 'comedy', 'animated']","['romance', 'action', 'horror', 'crime']"
534,Emily Chen,F,"retired and spends her days fishing at the local lake. She is a friendly and outgoing person, who loves to share her fishing tips and stories with others. In her free time, Emily enjoys watching adventure, science fiction, action, and thriller movies. She finds adventure movies exciting and entertaining, science fiction movies imaginative and thought-provoking, action movies intense and entertaining, and thriller movies suspenseful and entertaining. She is not a big fan of fantasy and horror movies, as she finds them too unrealistic and scary.",71,retired,Fishing,"['adventure', 'science fiction', 'action', 'thriller']","['fantasy', 'horror']"
535,Jack Johnson,M,"a computer programmer and spends his days coding and programming software. In his free time, Jack enjoys coin collecting, searching for rare and valuable coins. He is a friendly and outgoing person, who loves to share his coin collecting tips and stories with others. Jack enjoys watching thriller, comedy, action, and drama movies. He finds thriller movies suspenseful and entertaining, comedy movies funny and entertaining, action movies intense and entertaining, and",32,Computer Programmer,Coin collecting,"['thriller', 'comedy', 'action', 'drama']","['horror', 'fantasy', 'romance', 'animated']"
536,Alex Johnson,M,"an art director who loves animation and is passionate about it. He loves to spend his free time drawing and animating. He is fascinated by the science fiction genre and loves to watch thriller and action movies. He is a big fan of the movie ""The Matrix"" and ""Inception"". He is not a big fan of fantasy, romance, crime and horror movies. He finds them too predictable and boring. He is also interested in photography and loves to take pictures of nature and animals.",50,Art Director,Animation,"['animated', 'science fiction', 'thriller', 'action']","['fantasy', 'romance', 'crime', 'horror']"
537,Maya Patel,F,"an apprentice and loves to hunt for mushrooms in her free time. She is fascinated by the world of mycology and loves to learn more about it. She is a big fan of adventure movies, such as ""Jumanji"" and ""Tomb Raider"". She also loves to watch documentaries and is a big fan of ""Planet Earth"" series. She enjoys action movies like ""The Hunger Games"" and ""Black Widow"". She is not a big fan of science fiction and thriller movies, as she finds them too unrealistic.",21,apprentice,Mushroom hunting/mycology,"['adventure', 'documentary', 'action', 'animated']","['science fiction', 'thriller']"
538,Mark Thompson,M,"retired and loves to travel around the world to watch football matches. He is a big fan of the movie ""The Big Lebowski"" and ""Finding Nemo"". He enjoys science fiction movies like ""Star Wars"" and ""Back to the Future"". He is also a big fan of drama and fantasy movies like ""The Lord of the Rings"" and ""Harry Potter"". He is not a big fan of romance and documentary movies, as he finds them too slow and boring. He loves to read books about history and politics in his free time.",70,retired,Groundhopping,"['comedy', 'science fiction', 'drama', 'fantasy']","['romance', 'documentary']"
539,Emily Kim,F,"a speed skater and loves to compete in races. She is a big fan of action movies, such as ""Taken"" and ""John Wick"". She also loves to watch drama and crime movies, such as ""The Shawshank Redemption"" and ""The Departed"". She enjoys thriller movies like ""Silence of the Lambs"" and ""Se7en"". She is not a big fan of romance, animated, science fiction and horror movies, as she finds them too predictable and unrealistic. She loves to paint in her free time and is",44,Painter,Speed skating,"['action', 'drama', 'crime', 'thriller']","['romance', 'animated', 'science fiction', 'horror']"
540,Luna James,F,"a schoolchild and her hobby is playing drums. She loves to watch comedy, crime, thriller and science fiction movies. Her favorite movie is ""The Wizard of Oz"" and she likes ""The Great Muppet Caper"" and ""Clue"" too. Luna has a curious and adventurous personality and loves to watch movies that have a lot of comedy and action. She is not a fan of horror movies and finds them too scary.",4,schoolchild,Playing drums,"['comedy', 'crime', 'thriller', 'science fiction']",['horror']
541,Max Green,M,"a cryptographer and his hobby is playing handball. He loves to watch animated, action, fantasy and crime movies. His favorite movie is ""The Terminator"" and he likes ""The Matrix"" and ""The Dark Knight"" too. Max is an adventurous person and loves to watch movies that have a lot of action and adventure. He is not a fan of documentary, romance, and horror movies, he finds them boring.",52,Cryptographer,Handball,"['animated', 'action', 'fantasy', 'crime']","['documentary', 'romance', 'adventure', 'horror']"
542,Ava Lee,F,"a schoolchild and her hobby is singing. She loves to watch comedy, animated, science fiction and action movies. Her favorite movie is ""The Incredibles"" and she likes ""Up"" and ""Star Wars: A New Hope"" too. Ava is a creative person and loves to watch movies that are fun and entertaining. She is not a fan of horror movies, she finds them too scary.",12,schoolchild,Singing,"['comedy', 'animated', 'science fiction', 'action']",['horror']
543,Jack Reed,M,"a flight attendant and his hobby is playing horseshoes. He loves to watch action, comedy, fantasy and drama movies. His favorite movie is ""Top Gun"" and he likes ""The Hangover"" and ""Lord of the Rings: The Fellowship of the Ring"" too. Jack is an adventurous person and loves to watch movies that have a lot of action and adventure. He is not a fan of romance, documentary, animated and horror movies, he finds them boring.",30,Flight Attendant,Horseshoes,"['action', 'comedy', 'fantasy', 'drama']","['romance', 'documentary', 'animated', 'horror']"
544,Maya,F,"a botanist, but her passion is sea glass collecting. She finds peace and inspiration in collecting colorful sea glass pieces from the beach. She loves the adventure of exploring new places and the thrill of discovering rare sea glass. She is a romantic at heart and enjoys reading and watching romantic movies. She is fascinated by science fiction and its endless possibilities. She enjoys watching movies with her friends and family and always has a lot of opinions to share. She dislikes horror movies as she finds them too scary and doesn't enjoy being frightened.",50,Botanist,Sea glass collecting,"['fantasy', 'adventure', 'romance', 'science fiction']",['horror']
545,Alex,M,retired but still keeps himself active with parkour. He loves the adrenaline rush of jumping and moving through obstacles. He is a big fan of action movies and loves to watch the stunts and fighting scenes. He is also a romantic and loves watching romantic movies with his wife. He enjoys watching dramas that make him feel connected to the characters and the story. He is also interested in fantasy movies that transport him to a different world. He dislikes animated movies as he finds them childish and uninteresting.,73,retired,Parkour,"['action', 'romance', 'drama', 'fantasy']",['animated']
546,Lily,F,an occupational therapist but her passion is playing tennis polo. She loves the excitement and competition of playing polo with her team. She enjoys watching movies that make her laugh and feel good. She loves drama and comedy movies that make her feel emotions. She is also interested in thriller and romance movies that keep her on the edge of her seat. She dislikes science fiction and animated movies as she finds them too artificial and unrealistic. She also dislikes horror movies as they make her feel scared and uncomfortable.,45,Occupational Therapist,Tennis polo,"['drama', 'comedy', 'thriller', 'romance']","['science fiction', 'animated', 'horror']"
547,Max,M,an apprentice but his passion is collecting and customizing dolls. He loves the creativity and self-expression of making his own dolls. He enjoys watching comedy movies that make him laugh and feel good. He is also interested in fantasy and drama movies that take him to a different world. He enjoys watching thriller movies that make him feel on the edge of his seat. He dislikes documentary movies as he finds them too factual and boring. He also dislikes horror movies as they make him feel scared and uncomfortable.,19,apprentice,Dolls,"['comedy', 'fantasy', 'drama', 'thriller']","['documentary', 'horror']"
548,Alex Johnson,F,"currently studying biology at the university, she's an active and energetic person, she loves to play ultimate frisbee with her friends and teammates, she's also a big fan of animated movies, she enjoys the creativity and imagination that comes with them. She also loves to watch documentaries, she finds them very informative and interesting. She's not a big fan of horror movies, she finds them too scary and not entertaining. She doesn't like thriller movies as well, she finds them too predictable and not thrilling.",19,student,Ultimate frisbee,"['action', 'documentary', 'horror', 'animated']",['thriller']
549,Sarah Smith,F,"employed as a benefits administrator, but her true passion is sports science, she loves to read and learn about the latest advances in sports technology and performance. She's a big fan of fantasy movies, she loves to escape into the magical worlds of these films. She's also a big fan of animated movies, she loves the creativity and imagination that comes with them. She's also a fan of science fiction, she loves the idea of exploring other planets and space. Her least favorite genres are action, horror, documentary, and thriller, she finds them too violent, scary, or unrealistic.",32,Benefits Administrator,Sports science,"['fantasy', 'animated', 'science fiction', 'romance']","['action', 'horror', 'documentary', 'thriller']"
550,Michael Johnson,M,"a bookkeeper, but his true passion is collecting movie memorabilia, he has an extensive collection of movie posters, action figures, and props from his favorite films. He's a big fan of adventure movies, he loves the excitement of following the characters on their journey. He's also a big fan of action movies, he loves the fast-paced and thrilling action sequences. He's also a fan of fantasy and science fiction movies, he loves the idea of exploring new worlds and technologies. He doesn't like drama movies, he finds them too slow and not exciting.",40,Bookkeeper,Movie memorabilia collecting,"['adventure', 'action', 'fantasy', 'science fiction']",['drama']
551,Emily Brown,F,"an apprentice, she is also a lover of carrier pigeons, she enjoys taking care of them and training them for different competitions. She's a big fan of animated movies, she loves the creativity and imagination that comes with them. She's also a fan of crime, documentary, and thriller movies, she loves the suspense and the fact that they are based on true events. Her least favorite genres are romance, science fiction, horror, and drama, she finds them too unrealistic, slow-paced or not exciting.",22,apprentice,Carrier pigeons,"['animated', 'crime', 'documentary', 'thriller']","['romance', 'science fiction', 'horror', 'drama']"
552,Sofia Rodriguez,F,"a student who loves figure skating, she finds it to be a great way to keep her mind and body in shape. She also enjoys watching documentaries, comedies, thrillers and animated movies. Sofia finds documentaries to be a great way to learn about different cultures and topics, she finds comedies to be a great way to unwind and laugh at the end of a long day, she enjoys the thrill of watching a good thriller and finds animated movies to be a great escape from reality. Sofia finds crime, romance, and fantasy movies to be boring and uninteresting. Some of her favorite movies include ""The Cove"", ""The Big Lebowski"", ""The Silence of the Lambs"", and ""Spirited Away"". She also enjoys watching old black and white movies, she finds them to be classic and timeless.",19,student,Figure Skating,"['documentary', 'comedy', 'thriller', 'animated']","['crime', 'romance', 'fantasy']"
553,Ethan Thompson,M,"a data analyst who loves footbag, he finds it to be a great way to stay in shape and have fun. He also enjoys watching thriller, action, crime, and adventure movies. Ethan finds thrillers to be a great way to get his adrenaline pumping, he enjoys the action and excitement of watching an action movie, he finds crime movies to be fascinating and adventure movies to be a great escape from reality. Ethan finds animated and horror movies to be boring and uninteresting. Some of his favorite movies include ""The Silence of the Lambs"", ""The Dark Knight"", ""Mad Max: Fury Road"", and ""The Lord of the Rings: The Fellowship of the Ring"". He also enjoys watching classic movies from the 70s and 80s, he finds them to be timeless and iconic.",47,Data Analyst,Footbag,"['thriller', 'action', 'crime', 'adventure']","['animated', 'horror', 'drama']"
554,Ava Martin,F,"a schoolchild who loves origami, she finds it to be a great way to express her creativity. She also enjoys watching comedy, action, fantasy, and horror movies. Ava finds comedy to be a great way to make her laugh and forget her worries, she enjoys the action and adventure of watching an action movie, she finds fantasy movies to be a great escape from reality and horror movies to be thrilling. Ava finds science fiction and romance movies to be boring and uninteresting. Some of her favorite movies include ""Inside Out"", ""Toy Story"", ""The NeverEnding Story"", and ""The Witches"". She also enjoys watching classic Disney movies, she finds them to be timeless and magical.",5,schoolchild,Origami,"['comedy', 'action', 'fantasy', 'horror']","['science fiction', 'romance', 'animated']"
555,Noah Johnson,M,"a tailor who loves city trips, he finds it to be a great way to learn about different cultures and lifestyles. He also enjoys watching crime, thriller, animated, and drama movies. Noah finds crime and thriller movies to be intense and exciting, he enjoys the creativity and imagination of watching an animated movie, he finds drama movies to be a great way to learn about",27,Tailor,City trip,"['crime', 'thriller', 'animated', 'drama']","['fantasy', 'romance', 'horror']"
556,Ava Lee,F,"a schoolchild and loves to play volleyball. Her favorite genres are thriller, crime, animated, and action. She loves the excitement and suspense of thriller movies and the fast-paced action of crime and animated movies. Some of her favorite movies include ""Toy Story"", ""The Incredibles"", ""Maleficent"", and ""The Lego Movie"". She enjoys the adventures of animated movies and the thrill of crime and thriller movies.",5,schoolchild,Volleyball,"['thriller', 'crime', 'animated', 'action']","['drama', 'horror']"
557,Ethan Chen,M,"a schoolchild and loves to play flute. His favorite genres are science fiction, thriller, documentary, and drama. He enjoys the escapism and wonder of science fiction movies and the suspense of thriller and drama movies. Some of his favorite movies include ""Interstellar"", ""The Martian"", ""The Revenant"", and ""The Social Dilemma"". He also enjoys learning from documentary movies. He dislikes horror and comedy movies, and doesn't like animated movies.",13,schoolchild,Playing flute,"['science fiction', 'thriller', 'documentary', 'drama']","['horror', 'comedy', 'animated']"
558,Rachel Park,F,"a baker and loves to play handball. Her favorite genres are thriller, action, documentary, and drama. She enjoys the excitement and suspense of thriller movies and the physicality of action movies. She also enjoys learning from documentary movies and the realism of drama movies. Some of her favorite movies include ""The Silence of the Lambs"", ""Zero Dark Thirty"", ""Food, Inc."", and ""The Big Night"". She dislikes horror, science fiction, fantasy, and romance movies.",46,Baker,Handball,"['thriller', 'action', 'documentary', 'drama']","['horror', 'science fiction', 'fantasy', 'romance']"
559,Jason Kim,M,"retired and loves to collect and press flowers. His favorite genres are thriller, crime, animated, and documentary. He enjoys the suspense and intrigue of thriller movies and the danger of crime movies. He also enjoys the creativity of animated movies and the realism of documentary movies. Some of his favorite movies include ""The Usual Suspects"", ""Goodfellas"", ""The Wind Rises"", and ""The Ivory Game"". He dislikes romance and horror movies.",67,retired,Flower collecting and pressing,"['thriller', 'crime', 'animated', 'documentary']","['romance', 'horror']"
560,Ava Park,F,"a student who is passionate about road biking, her love for the thrill of cycling through winding roads and the feeling of wind in her hair keeps her going. In her free time, she enjoys reading fantasy novels and watching movies that have a lot of action and adventure. She is a big fan of the Harry Potter series and enjoys anything that is set in a fantasy world. She is not a big fan of dramas or horror movies, finding them too slow and too scary. She also dislikes animated movies, preferring live-action films. Some of her favorite movies include ""The Dark Knight,"" ""Mission: Impossible - Fallout,"" and ""The Fast and the Furious"" franchise. She enjoys the fast-paced and intense action sequences in these movies and finds the characters to be relatable and inspiring.",21,student,Road biking,"['thriller', 'crime', 'fantasy', 'action']","['drama', 'horror', 'animated', 'science fiction']"
561,Ethan Kim,M,"a detective who is passionate about shuffleboard, his love for the precision and strategy of the game keeps him going. In his free time, he enjoys watching animated movies and TV shows, finding the bright colors and quirky characters to be entertaining and relatable. He is also a big fan of horror movies, enjoying the adrenaline rush and the feeling of being scared. He also enjoys watching dramas, finding them to be realistic and thought-provoking. He is not a big fan of thrillers or documentaries, finding them too predictable and boring. Some of his favorite movies include ""The Incredibles,"" ""The Silence of the Lambs,"" and ""The Shining."" He enjoys the creativity and imagination of animated movies and the suspense and terror of horror movies.",41,Detective,Shuffleboard,"['animated', 'action', 'horror', 'drama']","['thriller', 'documentary']"
562,Maya Patel,F,"a schoolchild who is passionate about gardening, her love for the colors and scents of the flowers and the feeling of the soil in her hands keeps her going. In her free time, she enjoys watching movies that are full of excitement and danger. She is a big fan of thriller, crime and horror movies, finding them to be thrilling and scary. She also enjoys watching fantasy movies, finding them to be magical and imaginative. She is not a big fan of dramas or animated movies, finding them to be boring. Some of her favorite movies include ""Jurassic Park,"" ""Harry Potter and the Goblet of Fire,"" and ""The Lion King."" She enjoys the action and adventure of thriller and crime movies and the suspense and terror of horror movies.",7,schoolchild,Gardening,"['thriller', 'crime', 'horror', 'fantasy']","['drama', 'animated']"
563,Peter Johnson,M,"retired who is passionate about pickleball, his love for the strategy and competition of the game keeps him going. In his free time, he enjoys watching movies that are thought-provoking and realistic. He is a big fan of crime, science fiction, drama and fantasy movies, finding them to be intelligent and engaging. He also enjoys watching",73,retired,Pickleball,"['crime', 'science fiction', 'drama', 'fantasy']","['adventure', 'horror', 'thriller']"
564,Aaliyah Patel,F,"a school child who loves to play tennis and watch movies on her free time. Her favorite genres are fantasy, romance, science fiction and adventure. She enjoys watching movies with magic, love stories, space adventures, and quests. She likes to escape reality and watch movies that take her to a different world. She dislikes thriller and horror movies, as they are too scary and intense for her. She likes to watch movies with her friends and family, and she always looks for a happy ending. Aaliyah is an imaginative and creative person, who loves to daydream and play with her friends. She is a little bit shy but once you get to know her, she is very friendly and outgoing. She is a good student and loves to learn new things. She is always open for new experiences, and she is a very positive person.",7,schoolchild,Tennis,"['fantasy', 'romance', 'science fiction', 'adventure']","['thriller', 'horror']"
565,Samuel Gomez,M,"a student who loves chemistry and watch movies on his free time. His favorite genres are drama, comedy, action and crime. He enjoys watching movies that make him think and feel, and that have a good plot and good acting. He likes to watch movies that are based on true events or that have a good message. He dislikes science fiction, horror and documentary movies, as they are too unrealistic or too intense for him. He likes to watch movies with his friends and classmates, and he always looks for a good laugh or a good cry. Samuel is a very analytical person, who loves to read and research about different topics. He is very focused on his studies, and he is always looking for new challenges. He is a good listener and a good conversationalist, and he likes to hear different perspectives.",24,student,Chemistry,"['drama', 'comedy', 'action', 'crime']","['science fiction', 'horror', 'documentary']"
566,Isabella Rodriguez,F,"a manager who loves kart racing and watch movies on her free time. Her favorite genres are action, crime, science fiction and fantasy. She enjoys watching movies that are fast-paced, exciting and full of action. She likes to watch movies that have a good plot, good acting and a lot of special effects. She dislikes thriller and horror movies, as they are too scary and intense for her. She likes to watch movies with her friends and colleagues, and she always looks for a good time. Isabella is a very competitive person, who loves to win and to be the best. She is very focused on her career, and she is always looking for new challenges. She is a good leader and a good motivator, and she likes to inspire others to do their best.",32,Manager,Kart racing,"['action', 'crime', 'science fiction', 'fantasy']","['thriller', 'horror', 'drama']"
567,Ethan Lee,M,an apprentice who loves rock climbing and watch movies on his free time.,21,apprentice,Rock climbing,"['drama', 'fantasy', 'action', 'animated']","['romance', 'horror', 'crime', 'documentary']"
568,Alex Johnson,M,"a detective inspector and a master of footbag. He is a man of great intelligence, with a calm and collected demeanor. He is known for his sharp mind and his ability to solve even the most complex cases. He is also an avid fan of documentary films, as he finds them both informative and thought-provoking. He also enjoys fantasy films, as they allow him to escape reality and immerse himself in a world of magic and adventure. He also enjoys thriller and drama films, as they keep him on the edge of his seat and challenge his mind. He dislikes romance films, as he finds them predictable and unrealistic and horror films, as they are too disturbing for him. He is a man who enjoys spending his free time watching films, reading books and playing footbag.",56,Detective Inspector,Footbag,"['documentary', 'fantasy', 'thriller', 'drama']","['romance', 'horror']"
569,Emily Wilson,F,"a schoolchild and an origami artist. She is a creative and imaginative girl, who loves to express herself through her art. She is a big fan of science fiction films, as they allow her to explore new worlds and ideas. She also enjoys animated films, as they bring her favorite characters to life and romance films, as they give her butterflies in her stomach. She also enjoys horror films, as they make her feel alive and give her a rush of adrenaline. She doesn't like any other genres as she finds them boring. She is a girl who loves to spend her free time creating origami, reading and watching her favorite films.",13,schoolchild,Origami,"['science fiction', 'animated', 'romance', 'horror']",[]
570,James Brown,M,"an apprentice and a radio-controlled model player. He is a man of action, who loves to compete and win. He is a big fan of thriller films, as they keep him on the edge of his seat and challenge his mind. He also enjoys drama films, as they allow him to experience different emotions and fantasy films, as they allow him to use his imagination and escape reality. He is a big fan of animated films as well, as they are visually stunning and entertaining. He dislikes adventure films, as they are too predictable and science fiction films, as they are too unrealistic and romance films, as they are too cheesy for him. He is a man who loves to spend his free time playing radio-controlled models, watching films and practicing sports.",17,apprentice,Radio-controlled model playing,"['thriller', 'drama', 'fantasy', 'animated']","['adventure', 'science fiction', 'romance']"
571,Maria Rodriguez,F,"an apprentice and an animation enthusiast. She is a very creative person who loves to express herself through her art. She is a big fan of drama films, as they allow her to experience different emotions and romance films, as they give her butterflies in her stomach. She also enjoys animated films, as they bring her favorite characters to life and comedy films, as they make her laugh. She doesn't like crime films, as they are too violent, and fantasy films",20,apprentice,Animation,"['drama', 'romance', 'animated', 'comedy']","['crime', 'fantasy']"
572,Ava Martinez,F,"a professor of literature at a university. She is a bit of an introvert, but once you get to know her, she is a funny, witty, and sarcastic person. Her main hobby is model racing, she loves the precision and attention to detail that it requires. Her favorite genres are thriller, comedy, documentary, and horror. She likes thriller films because they keep her on the edge of her seat and make her think, comedy films because they make her laugh and forget her troubles, documentary films because they teach her something new and horror films because they are scary and entertaining. Some of her favorite movies are ""The Silence of the Lambs"", ""The Shawshank Redemption"", ""The Big Lebowski"" and ""The Shining"".",47,Professor,Model racing,"['thriller', 'comedy', 'documentary', 'horror']",[]
573,Leo Chen,M,"a botanist and he loves nature. He's a bit of an eccentric person, always with a book in his hand. He's a big fan of the horror, thriller, comedy and animated genres. He likes horror films because they are scary and thrilling, thriller films because they keep him on the edge of his seat, comedy films because they make him laugh and animated films because they are visually stunning. He doesn't like fantasy films because they are not realistic, and documentary films because they are not fictional enough. Some of his favorite movies are ""The Shining"", ""Psycho"", ""Monty Python and the Holy Grail"" and ""The Nightmare Before Christmas"".",47,Botanist,Literature,"['horror', 'thriller', 'comedy', 'animated']","['fantasy', 'documentary']"
574,Maria Rodriguez,F,"retired and enjoys her time playing pickleball. She loves the fantasy, drama, science fiction and crime genres. She likes fantasy films because they take her to a magical world, drama films because they make her feel emotions, science fiction films because they are imaginative, and crime films because they are thrilling. She doesn't like horror films because they are too scary. Some of her favorite movies are ""The Lord of the Rings"", ""The Wire"", ""Blade Runner"" and ""The Godfather"".",67,retired,Pickleball,"['fantasy', 'drama', 'science fiction', 'crime']",['horror']
575,Ethan Kim,M,"a dancer and he loves the art of movement. He enjoys the animated, horror, thriller, and crime genres. He likes animated films because they are visually stunning, horror films because they are scary and thrilling, thriller films because they keep him on the edge of his seat, and crime films because they are exciting. He doesn't like fantasy films because they are not realistic, romance films because they are too sweet, and documentary films because they are not fictional enough. Some of his favorite movies are ""Spirited Away"", ""The Silence of the Lambs"", ""The Dark Knight"" and ""Goodfellas"".",30,Dancer,Life science,"['animated', 'horror', 'thriller', 'crime']","['fantasy', 'romance', 'documentary']"
576,Emily Thompson,F,"a travel agent and her hobby is dog training, she is passionate about it and has a lot of knowledge about different breeds of dogs. She loves to watch documentaries, dramas, horror, and action movies, she finds them very interesting and exciting. Emily is not a fan of science fiction, she finds it too unrealistic and boring.",53,Travel Agent,Dog training,"['documentary', 'drama', 'horror', 'action']",['science fiction']
577,Michael Johnson,M,"a curator in a museum and his hobby is playing backgammon, he is very good at it and loves to play it in his free time. He loves to watch romance, documentary, crime, and drama movies, he finds them very realistic and interesting. Michael doesn’t like adventure, animated, comedy, and horror movies, he finds them too childish and not realistic.",30,Curator,Backgammon,"['romance', 'documentary', 'crime', 'drama']","['adventure', 'animated', 'comedy', 'horror']"
578,Sarah Brown,F,"a student and her hobby is wrestling, she is very passionate about it and loves to watch wrestling matches. She loves to watch comedy, adventure, documentary, and action movies, she finds them very entertaining and exciting. Sarah doesn’t like animated, science fiction, and drama movies, she finds them too unrealistic and boring.",23,student,Wrestling,"['comedy', 'adventure', 'documentary', 'action']","['animated', 'science fiction', 'drama']"
579,David Wilson,M,"retired and his hobby is automobilism, he loves to race and watch car races. He loves to watch crime, comedy, thriller, and horror movies, he finds them very exciting and thrilling. David doesn’t like fantasy, romance, and action movies, he finds them too unrealistic and boring.",74,retired,Automobilism,"['crime', 'comedy', 'thriller', 'horror']","['fantasy', 'romance', 'action']"
580,Emma Thompson,F,"a dialysis technician and a butterfly enthusiast. She loves to explore the natural world and spends most of her free time watching butterflies. She enjoys the thrill of horror movies, the intensity of drama and the suspense of crime. Her favorite adventure movies include ""The Lost City of Z"" and ""Jumanji"". She prefers her movies to have a strong plot and deep characters.",60,Dialysis Technician,Butterfly watching,"['horror', 'drama', 'crime', 'adventure']","['science fiction', 'romance', 'animated']"
581,Liam Smith,M,"a brewery worker and a passionate Go player. He enjoys relaxing with a good comedy and a cold beer. He prefers to watch documentaries to learn something new and also loves a good adventure movie. His favorite animated movies include ""Spirited Away"" and ""The Lion King"". He enjoys movies that make him laugh and feel good.",59,Brewery Worker,Go,"['animated', 'comedy', 'documentary', 'adventure']","['science fiction', 'fantasy', 'horror', 'crime']"
582,Sophia Jones,F,"a construction manager and a microscopy enthusiast. She loves to observe the small details of the world around her and spends most of her free time looking through a microscope. She enjoys the beauty of romance movies, the thrill of adventure, and the laughter of comedy. Her favorite adventure movies include ""Everest"" and ""Into the Wild"". She prefers her movies to be based on real stories and to have a strong female lead.",51,Construction Manager,Microscopy,"['documentary', 'romance', 'adventure', 'comedy']","['animated', 'science fiction']"
583,Alex Miller,M,"a retired person who enjoys participating in Model United Nations. He loves the thrill of horror movies, the nostalgia of animated movies, and the depth of documentaries. He prefers to watch movies that make him think and challenge his beliefs. His favorite horror movies include ""The Shining"" and ""Halloween"". He enjoys movies that have a strong political or social commentary.",72,retired,Model United Nations,"['horror', 'animated', 'documentary', 'drama']","['fantasy', 'romance']"
