"name","gender","description","age","job","hobby"
"Emily Johnson","F","a very creative and organized person, her hobby is collecting stamps and she is also a schoolchild, she enjoys painting and listening to music, she also likes to play the piano and to watch romantic movies.","11","schoolchild","Collecting stamps"
"Steven Wilson","M","a very experienced and knowledgeable person, his hobby is going on safari and he is also retired, he enjoys doing volunteer work and reading books about nature, he also likes to play chess and to watch documentaries.","64","retired","Safari"
"Olivia Thompson","F","a very meticulous and detail-oriented person, her hobby is coin collecting and she is also a Civil Engineer, she enjoys doing yoga and cooking asian food, she also likes to play the guitar and to watch mystery movies.","53","Civil Engineer","Coin collecting"
"John Miller","M","a very imaginative and creative boy who spends most of his time building incredible structures with Lego. He has a passion for space and dreams of becoming an astronaut one day. He also enjoys reading comic books and playing videogames in his spare time. John has a pet turtle named ""Rocky"" which he loves very much. He is also a member of his school's robotics club where he spends his time learning about programming and robotics. John's favorite color is blue and he loves eating pizza.","10","schoolchild","Building with Lego"
"Emily Williams","F","a very adventurous and outgoing person who loves to travel and explore new places. She has a passion for dogs and works as a professional dog trainer, she also volunteers at her local animal shelter in her free time. Emily enjoys hiking and camping in the nature and taking her two dogs ""Bella"" and ""Max"" with her. She also has a passion for photography and loves capturing the beauty of nature and the loving moments with her dogs. Emily's favorite color is green and she loves eating sushi.","39","Dog Trainer","Vacation"
"Mark Taylor","M","a very determined and ambitious person who is always looking for the next big story to report. He has a passion for boxing and goes to the gym regularly to keep his body in shape. Mark enjoys going to art galleries and museums in his free time, he also has a passion for cooking and loves trying new recipes. He has a pet turtle named ""Rocky"" which he loves very much. Mark's favorite color is red and he loves eating spaghetti.","43","Reporter","Boxing"
"Sarah Johnson","F","a very meticulous and detail-oriented person who takes great pride in her work. She has a passion for cars and works as a car salesperson, she also enjoys detailing her own car in her free time. Sarah enjoys going to the movies and watching thriller and action movies. She also has a passion for gardening and loves spending time in her garden growing vegetables and flowers. Sarah's favorite color is purple and she loves eating ice cream.","51","Car Salesperson","Auto detailing"
"John Miller","M","a chimney sweep and he enjoys kayaking in his free time. He also likes to read mystery novels and watch classic movies. John has a passion for art, especially oil paintings, and he loves to travel to exotic locations. His favorite places to visit are the Amazon rainforest and the Sahara Desert. John is a very friendly person, who always wants to help others. He is a great listener and has a lot of knowledge about history and geography.","52","Chimney Sweep","Kayaking"
"Emma Thompson","F","a professional dancer and she loves to play Quidditch in her free time. She also enjoys cooking and practicing yoga. Emma has a passion for fashion, especially vintage clothing, and she loves to watch romantic comedies. She is a very creative person, who always wants to try new things. Emma is a very social person, who loves to meet new people and learn about their culture. She is a great communicator and has a lot of knowledge about philosophy and psychology.","29","Dancer","Quidditch"
"Liam O'Connor","M","a medical assistant and he enjoys playing baseball in his free time. He also likes to play the guitar and study astronomy. Liam has a passion for photography, especially black and white pictures, and he loves to travel to national parks. He is a very adventurous person, who always wants to try new experiences. Liam is a very kind person, who always wants to help others. He is a great listener and has a lot of knowledge about biology and environmental sciences.","34","Medical Assistant","Baseball"
"Camila Martinez","F","retired and she enjoys scouting in her free time. She also likes to paint and study history. Camila has a passion for classical music, especially piano concertos, and she loves to visit art museums. She is a very artistic person, who always wants to express herself creatively. Camila is a very smart person, who loves to learn new things. She is a great teacher and has a lot of knowledge about literature and languages.","62","retired","Scouting"
"John Smith","M","a very passionate person who loves to spend his time doing outdoor activities such as rappelling and hiking. He also enjoys playing the guitar in his free time. He is currently working as an apprentice in a local sport shop where he can share his passion for outdoor activities with others. John is a very creative person who loves to write poems and stories in his free time, he also enjoys photography and often goes for a walk in the nature park near his house to take pictures of the beautiful landscapes. John is a very sociable person who enjoys meeting new people and learning about their culture and interests. He is also a very responsible person who always completes his tasks on time and takes his work seriously.","20","apprentice","Rappelling"
"Emily Johnson","F","a very graceful and elegant person who loves to spend her time doing ballet dancing and practicing this beautiful art. She also enjoys reading books and learning new languages in her free time. She is currently working as a caterer in a luxury restaurant where she can express her creativity and passion for cooking. Emily is a very talented person who loves to paint and create handmade crafts in her free time, she also enjoys playing the piano and attending concerts of classical music. Emily is a very empathetic person who loves to help others and listen to their problems. She is also a very organized person who always plans her day and follows her schedule.","35","Caterer","Ballet dancing"
"Mark Lee","M","a very adventurous and curious person who loves to spend his time doing magnet fishing and exploring the hidden treasures in the nature. He also enjoys playing the saxophone in his free time. He is currently working as a concierge in a luxury hotel where he can share his passion for travel and help others to discover new places and cultures. Mark is a very artistic person who loves to take pictures and make videos of his travels, he also enjoys writing travel blogs and sharing his experiences with others. Mark is a very outgoing person who loves to meet new people and learn about their culture and lifestyle. He is also a very punctual person who always respects the time of others and is always on time for his appointments.","42","Concierge","Magnet fishing"
"Lucy Williams","F","a very curious and meticulous person who loves to spend her time doing orienteering and exploring the world around her. She also enjoys playing the flute in her free time. She is currently working as an archivist in a historical library where she can share her passion for history and knowledge with others. Lucy is a very creative person who loves to make handmade jewelry and crafts in her free time, she also enjoys attending theater performances and learning about different cultures. Lucy is a very responsible person who always completes her tasks on time and takes her work seriously. She is also a very empathetic person who always listens to others and tries to help them in difficult situations.","54","Archivist","Orienteering"
"John Miller","M","a retired teacher, he enjoys swimming and he has a passion for history, he spends his afternoons reading historical books, he also enjoys cooking and watching documentaries.","69","retired","Swimming"
"Sarah Williams","F","a bartender, she collects matchboxes and matchbooks as a hobby, she is a very creative person, she also enjoys painting and playing the piano, she loves to travel and discover new cultures.","51","Bartender","Phillumeny"
"Mark Taylor","M","a student, he is passionate about extreme sports, he practices canyoning and enjoys the adrenaline rush, he also loves photography and playing the guitar, he is a very adventurous person and enjoys exploring nature.","20","student","Canyoning"
"Emily Johnson","F","a craftsperson, she enjoys doing handicrafts and creating unique items, she is a member of a curling club and enjoys playing this sport, she also loves to play chess and do yoga, she is a very calm and serene person.","60","Craftsperson","Curling"
"John Smith","M","a bricklayer by profession. He is a very meticulous worker and has a keen eye for detail. John is also a flower enthusiast, he loves to collect and press flowers in his free time. He has a large collection of dried flowers that he has pressed himself. He also enjoys hiking and exploring nature. John is a very gentle and kind person, he loves to help others and has a big heart. He is also a talented painter and enjoys painting landscapes in his free time.","44","Bricklayer","Flower collecting and pressing"
"Emily Johnson","F","an event planner by profession. She is known for planning extravagant and memorable events. Emily is a travel enthusiast, she loves to explore new places and learn about different cultures. She also enjoys photography and has a large collection of travel photos that she has taken herself. Emily is a very outgoing and social person, she loves to meet new people and share her experiences with them. She also enjoys cooking and trying new foods from different cultures. Emily is a avid reader and enjoys reading novels in her free time.","28","Event Planner","Tourism"
"Alexander Brown","M","a yoga instructor by profession. He is known for his calm and soothing nature. Alexander is an ice skating enthusiast, he loves to ice skate in his free time. He also enjoys hiking and exploring nature. Alexander is a very spiritual person and practices meditation regularly. He also enjoys painting and writing poetry in his free time. Alexander is a very gentle and kind person, he loves to help others and has a big heart. He is also a talented musician and enjoys playing the guitar in his free time.","47","Yoga Instructor","Ice skating"
"Isabella Williams","F","an aerospace technician by profession. She is known for her attention to detail and precision. Isabella is a fossicking enthusiast, she loves to search for rare and precious stones in her free time. She also enjoys reading and has a large collection of books. Isabella is a very intelligent and curious person, she loves to learn new things and share her knowledge with others. She also enjoys cooking and trying new foods. Isabella is a avid gardener and has a large vegetable garden in her backyard.","53","Aerospace Technician","Fossicking"
"John Smith","M","a very creative boy who loves to cook, he spends most of his time in the kitchen trying new recipes and experimenting with different ingredients, he also enjoy playing the piano and reading books about history, John has a pet turtle named ""Chef"" who is his best friend, John dreams of becoming a famous chef one day and travel the world to discover new flavors and cultures.","9","schoolchild","Cooking"
"Emily Johnson","F","a passionate photographer who loves to capture the beauty of nature through her camera lenses, she spends most of her time hiking in the mountains and forests trying to find the perfect shot, she also enjoy playing the guitar and writing poetry, Emily has a dog named ""Loki"" who is her best friend, Emily dreams of traveling the world and capturing the most amazing landscapes and moments, she also dreams of publishing her own photography book one day.","27","Photographer","Hiking"
"Mark Lee","M","a very artistic person who loves to balance rocks in different formations, he spends most of his time in nature trying to create beautiful and harmonious balances, he also enjoy painting and playing chess, Mark has a cat named ""Obi-Wan"" who is his best friend, Mark dreams of leaving a legacy of harmony and peace through his rock balancing art, he also dreams of teaching others the art of rock balancing and spread the love for nature and harmony.","70","retired","Rock balancing"
"Laura Brown","F","a very athletic person who loves to play baseball, she spends most of her time in the baseball field trying to improve her swing and pitch, she also enjoy gardening and knitting, Laura has a parrot named ""Babe"" who is her best friend, Laura dreams of traveling the world and learn about different cultures through baseball, she also dreams of creating a community garden in her hometown and teach others the art of knitting.","64","retired","Baseball"
"John Doe","M","a passionate baton twirler and owns his auto mechanic shop in the suburbs of the city. He is a family man and on his free time he enjoys watching classic movies from the 50s and 60s. He is also a collector of vintage toy cars and has an impressive collection of more than 500 pieces. John has a great sense of humor and loves to make his customers laugh with his jokes. He also plays the guitar and enjoys singing on his free time.","39","Auto Mechanic","Baton twirling"
"Emily Johnson","F","a passionate lomographer and is currently a student at the local high school. She is a creative person and loves to express herself through her photography. On her free time she enjoys painting and listening to indie music. She is a fan of the film director Quentin Tarantino and enjoys watching his movies. Emily also loves to travel and explore new places, she dreams of traveling around the world someday and take pictures of the most amazing places. She has a pet cat named Whiskers that she adores.","16","student","Lomography"
"Mark Smith","M","a passionate fingerprint collector and has a vast collection of different fingerprints from various people. He is a UI/UX Designer and has a great eye for details. On his free time he enjoys cooking and experimenting with new recipes, he is also a wine enthusiast and loves to visit local wineries. He is a fan of the movie series Star Wars and enjoys attending cosplay events. Mark is also a avid reader and has a collection of more than 500 books in his home library.","54","UI/UX Designer","Fingerprint collecting"
"Laura Stevens","F","a passionate lotologist and has a collection of more than 2000 lottery tickets. She is a chemist and works in a lab developing new products. On her free time she enjoys gardening and growing different types of flowers, she is also a beekeeper and has 3 beehives in her backyard. Laura loves to watch romantic comedies and has a weakness for chocolate. She is a member of a local theatre group and enjoys participating in plays.","58","Chemist","Lotology (lottery ticket collecting)"
"John Miller","M","a passionate traveler and has a big interest in history and culture. He loves to discover new places and learn about their history. He is also a talented photographer, capturing the beauty of the places he visits. He enjoys hiking and exploring national parks in his free time. John is a member of a local history club where he can share his experiences and knowledge with others. He is currently studying history and geography at college.","17","student","Tourism"
"Emily Johnson","F","an avid trainspotter and has a deep interest in rail transport. She loves to spend her weekends at the train station, watching and photographing different trains. She is a talented blacksmith and enjoys creating decorative items for her house. She enjoys cooking and hosting dinners for her friends and family. Emily is a member of a local artisan group where she can showcase her work and learn from others.","38","Blacksmith","Trainspotting"
"Alex Williams","M","a passionate traveler and has a deep interest in history and culture. He loves to discover new places and learn about their history. He enjoys painting and has a small art gallery at his house, where he showcases his work. He is also an avid reader and enjoys reading books on history and culture. He is a member of a local art club where he can showcase his work and learn from others.","74","retired","Tourism"
"Sarah Taylor","F","a passionate learner and has a deep interest in learning new languages. She loves to learn different words and phrases in different languages. She enjoys playing the piano and is a member of her school's choir. She is a member of a local language club where she can learn from others and practice her language skills. She loves to read books and novels in different languages.","11","schoolchild","Learning a new language"
"John Smith","M","a beekeeper and a caterer, he enjoys beekeeping on weekends and cooking for his family, he has a passion for cooking and baking, especially Italian cuisine, he also loves to travel, and has a big interest in photography, John has a big collection of movies, his favorite movies are the Godfather and the Shawshank Redemption, he also likes to read books about history and cooking, John lives with his wife and two kids in a small town, he is a very friendly person and loves to meet new people and learn about their cultures.","42","Caterer","Beekeeping"
"Emily Johnson","F","a nature lover and a birdwatcher, she loves to explore the nature and observe birds in their natural habitat, she also enjoys painting and drawing, she loves to paint landscapes and birds, she has a big interest in learning about different animals and plants, Emily also loves to watch movies and series, her favorite movies are Finding Nemo and Frozen, she also likes to read books about animals and adventures, Emily lives with her parents and two cats in a big city, she is a very creative and imaginative person, she loves to play with her friends and learn new things about the world.","7","schoolchild","Birdwatching or nature exploration"
"Mark Lee","M","a car enthusiast and a student, he enjoys working on cars and attending car shows, he has a passion for cars and technology, he also loves to travel and explore new places, he has a big interest in photography and videography, Mark also likes to watch movies and series, his favorite movies are Fast and Furious and The Italian Job, he also likes to read books about technology and cars, Mark lives with his parents and his dog in a big city, he is a very friendly and outgoing person, he loves to meet new people and share his passion for cars.","18","student","Automobilism"
"Isabella Williams","F","a video game enthusiast, she enjoys playing video games and hanging out with her friends, she also loves to draw and create art, she has a big interest in learning about new technologies and science, Isabella also loves to watch movies and series, her favorite movies are The Incredibles and Moana, she also likes to read books about adventures and fantasy, Isabella lives with her parents and two sisters in a small town, she is a very creative and imaginative person, she loves to play with her friends and learn new things about the world.","11","schoolchild","Playing video games"
"John Smith","M","a professor of history in a prestigious university. His hobby is collecting ephemera, mainly from the 19th century. He has a large collection of tickets, programs, and other printed materials from that time. John is also a passionate photographer, capturing the beauty of the present with a vintage touch. His favorite films are ""Casablanca"" and ""La La Land"".","28","Professor","Ephemera collecting"
"Emily Johnson","F","a janitor in a school. Her hobby is animal fancy, she has a wide variety of pets including dogs, cats, birds, and even a few exotic ones like a chinchilla and a bearded dragon. Emily is a talented painter, her favorite subjects are her pets and the nature around her. She enjoys watching foreign films, especially from France and Japan.","54","Janitor","Animal fancy"
"Alexander Hamilton","M","a judge in a local court. His hobby is urban exploration, he loves to explore abandoned buildings and industrial sites. He also enjoys cooking, especially experimenting with new recipes. Alexander is a big fan of science fiction movies, his favorite is ""The Matrix"".","32","Judge","Urban exploration"
"Isabella Swan","F","a nanny for a wealthy family. Her hobby is rughooking, she enjoys making beautiful rugs using wool and other materials. Isabella is a keen gardener, she loves to grow her own vegetables and flowers. She has a passion for period dramas, especially those set in the Regency era like ""Pride and Prejudice"".","30","Nanny","Rughooking"
"John Smith","M","a passionate podcast host, he has his own podcast where he talks about movies, he is a big fan of the 80's movies and he has a collection of VHS, he is also a big fan of synthwave music and he plays the keyboard in his free time, he is a very outgoing person and loves to meet new people and learn about their hobbies and interests, his favorite movie is Back to the Future.","37","Event Planner","Podcast hosting"
"Emily Johnson","F","a very inteligent student that is studying to become a historian, she is a very organized person and loves to edit wikipedia articles to keep them updated, she is also a big fan of classic movies and she has a collection of old movies posters, she plays the piano and is a big fan of jazz music, she is a very calm and quiet person but she loves to talk about history and movies with people who shares her interests.","20","student","Wikipedia editing"
"Alexander Brown","M","a very meticulous data analyst, he loves to collect die-cast toys of cars and motorcycles, he is a big fan of action movies and he has a collection of action movies blu-rays, he plays the guitar and is a big fan of rock music, he is a very sociable person and loves to go to concerts and meet new people, his favorite movie is The Dark Knight.","31","Data Analyst","Die-cast toy"
"Isabella Wilson","F","a retired teacher, she is a very passionate about botany and she loves to spend her time in her garden, she is a big fan of romantic movies and she has a collection of romantic comedies dvds, she plays the violin and is a big fan of classical music, she is a very wise person and loves to share her knowledge with others, her favorite movie is The Notebook.","61","retired","Botany"
"John Smith","M","a retired teacher who enjoys playing ice hockey in his free time. He is a huge fan of the Vancouver Canucks and never misses a game on TV. He also likes to read mystery novels and spend time in his garden growing tomatoes and roses. John is a very sociable person and enjoys attending local events and participating in community activities. He has a passion for painting and often attends art exhibitions in his city. John is a very organized person and likes to plan his day ahead and keep a journal of his activities. He also enjoys cooking and baking, especially during the holidays.","70","retired","Ice hockey"
"Emily Johnson","F","a civil engineer who enjoys participating in Model United Nations conferences in her free time. She is a very intelligent and ambitious person who believes in making the world a better place through engineering projects. She also loves to travel and has visited many countries in Europe and Asia. Emily is a big fan of jazz music and often attends concerts in her city. She also enjoys hiking and spending time in nature, especially in national parks. Emily is a very empathetic person and enjoys volunteering at local shelters and charity events. She has a passion for photography and often takes pictures of landscapes and cityscapes during her travels. Emily is a very determined person and always sets goals for herself and works hard to achieve them.","49","Civil Engineer","Model United Nations"
"Mark Lee","M","a video editor who enjoys playing croquet in his free time. He is a very creative person who loves to express himself through video editing and filmmaking. He also loves to cook and experiment with new recipes, especially during dinner parties with friends. Mark is a big fan of stand-up comedy and often attends comedy shows in his city. He also enjoys playing the guitar and writing his own songs. Mark is a very adventurous person and loves to try new experiences, such as skydiving and bungee jumping. He has a passion for collecting antique watches and has a large collection of vintage timepieces. Mark is a very outgoing person and loves to meet new people and learn about their cultures and backgrounds.","35","Video Editor","Croquet"
"Anna Williams","F","a writer who enjoys playing with radio-controlled models in her free time. She is a very imaginative person who loves to create stories and characters in her novels. She also likes to spend time in museums and art galleries, especially during exhibitions of contemporary art. Anna is a big fan of electronic music and often attends festivals and concerts. She also enjoys practicing yoga and meditation to relax and stay centered. Anna is a very empathetic person and likes to volunteer at local animal shelters. She has a passion for gardening and loves to grow her own vegetables and herbs. Anna is a very organized person and loves to plan her day and keep a journal of her activities. She also enjoys cooking and baking, especially during the holidays.","31","Writer","Radio-controlled model playing"
"Emma Thompson","F","a very adventurous person and loves climbing, she started climbing 3 years ago and now she is an intermediary level climber, she also loves hiking and camping, she is a very active person and also a very good cook, she loves to cook new recipes and experiment with new flavors, she is also a big fan of horror movies and loves to watch them with her friends in their horror movie nights, she is a very kind and generous person, always willing to help others and make new friends, she is a very unique person and loves to stand out in a crowd, she has a very particular style of dressing, always wearing colorful and vintage clothes, she is a very creative person and also loves to paint and draw, she is also a very good photographer and loves to take pictures of nature and urban landscapes, she is a very interesting person and loves to learn new things every day, she is a very curious person and always wants to know more about everything, she is a very organized person and always plans everything in detail, she is a perfectionist and always wants everything to be perfect, she is a very methodical person and always does things step by step, she is a very logical person and always thinks before acting, she is a very empathetic person and always tries to understand others and their feelings, she is a very intelligent","22","apprentice","Climbing"
"Mark Evans","M","a very skilled and talented person, he has a passion for vehicle restoration, he started restoring vehicles when he was 18 years old and now he is a very expert restorer, he also loves gardening and reading, he is a very calm and relaxed person, he loves to spend his afternoons reading in his garden, he is a very big fan of comedy movies and loves to watch them with his wife on the weekends, he is a very kind and gentle person, always willing to help others and make new friends, he is a very unique person and loves to stand out in a crowd, he has a very particular style of dressing, always wearing classic and elegant clothes, he is a very creative person and also loves to play the piano and sing, he is also a very good photographer and loves to take pictures of nature and landscapes, he is a very interesting person and loves to learn new things every day, he is a very curious person and always wants to know more about everything, he is a very organized person and always plans everything in detail, he is a perfectionist and always wants everything to be perfect, he is a very methodical person and always does things step by step, he is a very logical person and always thinks before acting, he is a very empathetic person and always tries to","62","retired","Vehicle restoration"
"Amelia Johnson","F","a very knowledgeable and intelligent person, she has a passion for astronomy, she started studying astronomy when she was 20 years old and now she is a very knowledgeable amateur astronomer, she also loves learning new languages and travelling, she is a very outgoing and adventurous person, she loves to explore new places and cultures, she is a very big fan of romantic movies and loves to watch them with her husband on the weekends, she is a very kind and helpful person, always willing to help others and make new friends, she is a very unique person and loves to stand out in a crowd, she has a very particular style of dressing, always wearing elegant and sophisticated clothes, she is a very creative person and also loves to paint and draw, she is also a very good photographer and loves to take pictures of landscapes and portraits, she is a very interesting person and loves to learn new things every day, she is a very curious person and always wants to know more about everything, she is a very organized person and always plans everything in detail, she is a perfectionist and always wants everything to be perfect, she is a very methodical person and always does things step by step, she is a very logical person and always thinks before acting, she is a very empathetic person and always tries to understand others and their feelings, she is","54","Linguist","Amateur astronomy"
"Peter Clark","M","a very fit and disciplined person, he has a passion for martial arts, he started practicing martial arts when he was 20 years old and now he is a very skilled martial artist, he also loves hiking and camping, he is a very outgoing and adventurous person, he loves to explore new places and meet new people, he is a very","66","retired","Martial arts"
"John Smith","M","a retired teacher, who used to teach German and English in high school. He enjoys playing with his four dogs in his free time, he is a member of a local dog sport club where he practices agility with his dogs. He has a passion for reading poetry and listening to classical music. He also enjoy gardening and growing his own vegetables.","65","retired","Dog sport"
"Jane Doe","F","a retired librarian, she loves to collect matchboxes and matchbook covers as a hobby. She is a member of a local philately club where she can share her passion with other people. She spends her time reading books and visiting museums, she also loves to cook and to try new recipes. She has a passion for history and archeology.","71","retired","Phillumeny"
"Mike Johnson","M","a retired firefighter, after his retirement he started to practice fitness to stay in shape. He has a passion for sports and he enjoys playing golf and tennis in his free time. He is a member of a local fitness club where he attends regular classes. He also loves to travel and to discover new places. He has a passion for photography and he loves to take pictures of nature.","65","retired","Fitness"
"Sarah Brown","F","a retired nurse, after her retirement she discovered her passion for slot car racing. She is a member of a local club where she can practice her hobby. She spends her time reading mystery novels and watching movies. She also loves to knit and to crochet. She has a passion for gardening and she loves to grow her own vegetables and flowers.","73","retired","Slot car racing"
"John Miller","M","a ticket collector and an advertising executive, he enjoys playing the piano in his free time, he is a big fan of jazz music and his favorite film is ""Casablanca"", John is also interested in painting and hiking, he is a big fan of the films of the director Christopher Nolan and he enjoys spending his weekends visiting art exhibitions and walking in nature.","25","Advertising Executive","Ticket collecting"
"Emily Johnson","F","a student and a vehicle restorer, she enjoys practicing ballet in her free time, she is a big fan of classical music and her favorite film is ""The Nutcracker"", Emily is also interested in photography and cooking, she is a big fan of the films of the director Pedro Almodóvar and she enjoys spending her weekends visiting museums and trying new recipes.","24","student","Vehicle restoration"
"Alex Thompson","M","a schoolchild and a violin player, he enjoys playing soccer in his free time, he is a big fan of rock music and his favorite film is ""The Lion King"", Alex is also interested in drawing and reading, he is a big fan of the films of the director Steven Spielberg and he enjoys spending his weekends playing soccer with his friends and reading comic books.","4","schoolchild","Playing violin"
"Sarah White","F","a court reporter and an ultimate frisbee player, she enjoys practicing yoga in her free time, she is a big fan of electronic music and her favorite film is ""The Matrix"", Sarah is also interested in traveling and watching documentaries, she is a big fan of the films of the director Werner Herzog and she enjoys spending her weekends exploring new places and watching documentaries.","50","Court Reporter","Ultimate frisbee"
"John Miller","M","a student of biology and he is passionate about botany. He spends most of his free time in the nature, exploring plants and flowers, and collecting them for his personal herbarium. He loves hiking and camping in the woods, where he can observe the beauty of the nature and the behavior of plants. He also plays the guitar and he is a member of a local band, where he plays relaxing music in the evenings. John is a very creative person, he loves to paint and to write poems about the nature and the flowers that he encounters during his explorations.","24","student","Botany"
"Emily Wilson","F","a psychologist and she is passionate about karting. She started this hobby when she was 40 years old, after a difficult period of her life. She found in karting a way to release stress and to have fun, and she also met a lot of new friends with the same hobby. She practices karting every weekend, and she also participates in local competitions. Emily is a very empathetic person, she loves to read books and to cook for her family. She also has a cat named Whiskers, that she loves very much and that is her best company during the evenings.","49","Psychologist","Karting"
"Mark Roberts","M","a schoolchild and he is passionate about playing the violin. He started to play this instrument when he was 6 years old, and since then he has been practicing every day. He has participated in several music competitions, where he has won prizes. Mark is a very organized person, he loves to play chess and to solve puzzles. He also loves to read books about history and to learn about different cultures. He has a big family, with whom he loves to spend his free time, playing board games and watching movies.","10","schoolchild","Playing violin"
"Olivia Johnson","F","a schoolchild and she is passionate about playing video games. She has a big collection of video games, and she loves to play with her older brother. She is a very curious person, she loves to learn new things and to explore the world around her. Olivia has a big imagination, she loves to draw and to create stories with her friends. She also loves to play with her dog, Biscuit, that is her best friend and her biggest company. Olivia is a very empathetic person, and she loves to help others and to make new friends.","4","schoolchild","Playing video games"
"John Smith","M","a technical writer in a big IT company. He loves traveling and backpacking, he has been to many countries in Europe and Asia. His favorite places are Iceland and Japan. He also enjoys cooking and playing the guitar. He is a big fan of the TV show ""The Office"" and collects vinyl records.","27","Technical Writer","Backpacking"
"Emily Johnson","F","retired and enjoys playing backgammon. She also loves to dance, especially tango and salsa. She is a member of a local theater group and enjoys reading mystery novels. Her favorite author is Agatha Christie. She also loves cats and has two of them.","74","retired","Backgammon"
"Mark Lee","M","an apprentice in a local bakery. He loves air sports such as paragliding and hang gliding. He also enjoys painting and listening to classical music. He is a big fan of the TV show ""Breaking Bad"" and collects action figures.","21","apprentice","Air sports"
"Angela Brown","F","a professor of philosophy in a university. She loves collecting action figures, especially from the movies ""The Lord of the Rings"" and ""The Hobbit"". She also enjoys knitting and playing the piano. She is a member of a local book club and loves to read historical novels. Her favorite book is ""Pride and Prejudice"" by Jane Austen. She also loves dogs and has two of them.","50","Professor","Action figure"
"John Miller","M","a demolition worker, he likes to read financial newspapers and magazines during his free time, such as The Wall Street Journal and Forbes, he also enjoys playing chess and attending classic music concerts, he is a big fan of Beethoven and Mozart, his favorite movies are action and drama movies, he has a preference for movies with a strong storyline and memorable characters, such as The Godfather, Pulp Fiction and The Dark Knight.","42","Demolition Worker","Finance"
"Emily Johnson","F","a schoolchild, she loves swimming and participating in swimming competitions, she also enjoys painting and attending theater plays, she is a big fan of musicals, such as The Lion King and The Phantom of the Opera, her favorite movies are animated movies and fantasy movies, she has a preference for movies with colorful characters and captivating stories, such as Frozen, The Lion King and The Lord of the Rings.","11","schoolchild","Swimming"
"Mark Lee","M","a laboratory technician, he likes to practice geocaching and explore the great outdoors during his free time, he also enjoys cooking and watching cooking shows, he is a big fan of famous chefs like Gordon Ramsay and Jamie Oliver, his favorite movies are action and comedy movies, he has a preference for movies with a mix of humor and excitement, such as The Hangover, Kingsman and The Nice Guys.","39","Laboratory Technician","Geocaching"
"Lily Smith","F","an interpreter, she loves practicing freestyle football and playing soccer with her friends, she also enjoys reading mystery novels and traveling to new places, she is a big fan of Agatha Christie and Sherlock Holmes books, her favorite movies are mystery and thriller movies, she has a preference for movies with twist endings and intriguing plots, such as The Sixth Sense, The Usual Suspects and Gone Girl.","59","Interpreter","Freestyle football"
"John Smith","M","a schoolchild and has a great passion for card games. He spends most of his free time playing with friends or watching card game tournaments on TV. His favorite card game is ""Magic: The Gathering"". He also enjoys playing video games, especially ""Fortnite"". He is a big fan of Marvel movies and likes to read comics in his free time. John has a pet cat named ""Whiskers"" and loves to play with him in his backyard.","9","schoolchild","Card games"
"Emma Johnson","F","a schoolchild and has a great passion for dancing. She takes dance classes twice a week and loves to practice at home. Her favorite dance style is Ballet. She also enjoys painting and listening to music. She is a big fan of Disney movies and likes to sing along to her favorite songs from ""Frozen"". Emma has a pet dog named ""Buddy"" and loves to take him for walks in the park.","4","schoolchild","Dancing"
"Mark Lee","M","a retired person and has a great passion for jurisprudential. He spends most of his free time reading law books and attending seminars. His favorite book is ""To Kill a Mockingbird"". He also enjoys playing chess and listening to classic music. He is a big fan of Alfred Hitchcock movies and likes to cook in his free time. Mark has a pet bird named ""Sparrow"" and loves to feed him fresh seeds every morning.","71","retired","jurisprudential"
"Jessica Williams","F","a Producer and has a great passion for Philosophy. She spends most of her free time reading philosophy books and discussing with friends. Her favorite philosopher is Friedrich Nietzsche. She also enjoys playing basketball and watching films. She is a big fan of Quentin Tarantino movies and likes to travel to new places in her free time. Jessica has a pet turtle named ""Socrates"" and loves to watch him swim in his tank.","25","Producer","Philosophy"
"John Miller","M","a retired teacher of literature. His main hobby is sculling which he practices at least 3 times a week, he also enjoys attending theater plays and concerts. His favorite authors are William Shakespeare and Charles Dickens.","73","retired","Sculling or rowing"
"Emily Wilson","F","a schoolchild and she loves playing drums in her free time, she also enjoys painting and listening to rock music. Her favorite films are The Lion King and The Incredibles.","11","schoolchild","Playing drums"
"Alexander Black","M","a retired librarian, his main hobby is philately which he has been practicing for more than 40 years, he also enjoys reading history books and watching classic movies.","68","retired","Philately"
"Isabella Thompson","F","an apprentice in a pastry shop, her main hobby is playing Go which she has been practicing for 5 years, she also enjoys reading fantasy books and watching anime.","20","apprentice","Go"
"John Doe","M","retired now, but he used to be a high school teacher of history. John is a huge fan of rugby league football, he also enjoy playing golf and spending time with his grandchildren. He is also a collector of movies, his favorite director is Quentin Tarantino, and his favorite movie is Pulp Fiction. John also enjoy reading historical books and watching documentaries about World War II.","61","retired","Rugby league football"
"Emily Johnson","F","a student of environmental sciences. Emily is a huge fan of snowmobiling, she spends her weekends in the mountain with her friends. She also enjoy hiking and painting, she is a big fan of Vincent Van Gogh and his style. Emily is also a big fan of the Marvel Cinematic Universe, her favorite hero is Captain America.","23","student","Snowmobiling"
"Alexander Grant","M","a school child, he is studying in the 5th grade. Alexander is a big fan of cooking, he spends his time watching cooking shows and trying new recipes. He also enjoy playing basketball and reading books of the Harry Potter series. Alexander is also a big fan of the Star Wars saga, his favorite character is Darth Vader.","11","schoolchild","Cooking"
